DST0108*14  X220 000 000 000-004-007-005-004-002-002-001-002-004-012-016-016-016-017-020-017-015-014-014-015-018-013-010
DST0108*15  X220 000-009-010-011-011-013-014-016-012-010-010-010-010-010-007-006-004-006-006-004-006-007-007-006-003-009
DST0108*16  X220 000-001-002-002-003-003-002 000 001-001 000-003-005-004-002-001 001 000-002-002-001-001 000 003 004-001
DST0108*17  X220 000 005 006 009 008 006 004 000-002-002 001 002 039 044 027 020 016 011-003-031-058-092-105-062-067-009
DST0108*18  X220 000-062-068-060-063-062-062-049-058-059-056-053-047-042-039-030-023-022-018-019-022-026-025-033-035-043
DST0108*19  X220 000-033-031-029-026-022-019-015-012-025-017-003-004 000-003-006-004-008-009-007-005-009-015-016-017-014
DST0108*20  X220 000-017-014-010-010-011-009-009-009-011-013-013-004 000 008 008 005 000 000 002 006 011 008 006 009-003
DST0108*21  X220 000 016 017 017 015 014 009 009 010 008 003 003-004 006 017 023 021 017 016 007-007-011-012-006-001 008
DST0108*22  X220 000 003 003 002 002-004-008-012-010-008-007-014-021-017-015-012-017-022-023-018-025-033-028-026-020-014
DST0108*23  X220 000-021-021-018-016-019-018-022-025-021-017-012-011-009-007-007-009-010-010-012-014-015-012-009-004-014
DST0108*24  X220 000-003-001 000-001 000 002 001 000-001 000 003 005 004 002-002-003-003-002-001-001 000 002 002 004 000
DST0108*25  X220 000 003 000 000 000 006 004 001 005 008 013 016 009-001 006 012 019 020 015 007 001 001 005 005 001 007
DST0108*26  X220 000-006 002 003 006 005 002 002-007-025-016-010-012-007-005-007-006-007-010-014-013-012-019-010-003-007
DST0108*27  X220 000 000-004-004-011-013-012-012-006-007-004-003 001 005 005 003 004 008 002-003-005 014 014 014 011 000
DST0108*28  X220 000 001-015-011-010-013-018-023-018-019-016-012-012-013-013-015-015-014-011-004-004-002-002-003-003-011
DST0108*29  X220 000-004-007-008-013-011-009-009-009-006-004-006-009-010-006-005-003 001-002-006-008-010-009-008-007-007
DST0108*30  X220 000-004-006-005-003-004-008-010-014-019-024-024-019-015-010-003-005-006 000-001-013-018-015-011-008-010
DST0108*31  X220 000-009-008-009-010-015-017-019-026-034-040-040-031-022-020-018-024-022-014-023-023-024-024-024-025-022
DST0109*01  X220 000-018-015-018-019-019-018-018-015-015-017-012-008-004-002-003-002 002 000-005-009-008-008-008-008-010
DST0109*02  X220 000-008-003 000 000 000-001-001-004-005-005-004-006-007-007-007-010-014-013-017-016-011-006-006-010-007
DST0109*03  X220 000-006 001 004 004 005 005 005-002-002-002-002 000 000-007-002 000-006-004-003-008-011-014-020-020-004
DST0109*04  X220 000-025-028-023-025-029-032-028-024-020-017-011-013-016-016-012-010-014-020-015-012-014-012-011-012-018
DST0109*05  X220 000-020-023-025-021-016-017-018-016-013-009-008-008-010-017-024-027-025-023-022-023-020-019-017-015-018
DST0109*06  X220 000-015-016-013-010-009-009-010-011-010-010-009-013-015-018-020-020-019-017-015-014-017-021-016-007-014
DST0109*07  X220 000-003-003-002 001 000 000 002 004 005 007 009 011 010 011 011 010 009 009 008 008 009 007 006 003 006
DST0109*08  X220 000 001-003-011-020-026-025-021-020-021-018-015-015-015-013-013-013-016-017-016-015-013-015-012-010-015
DST0109*09  X220 000-009-010-011-010-009-010-009-006-005-005-006-008-007-004-005-003-006-008-009-006-004-002 000 003-006
DST0109*10  X220 000 004 002 003 010 010 012 011 008 006 005 001-001 000 002 004 007 007 004 004 005 005 003 001 001 005
DST0109*11  X220 000 003 004 011 012 017 013 012 015 014 013 011 008 012 012 017 024 016 009-008-023-013-011-011-009 006
DST0109*12  X220 000-012-020-028-029-030-031-034-032-028-028-023-026-029-029-027-026-023-021-022-023-025-027-022-014-025
DST0109*13  X220 000-008-004-004-013-031-041-052-057-045-036-041-047-040-037-036-040-039-034-028-025-024-019-011-007-030
DST0109*14  X220 000-004-004 007 005 005 001 005 007 006 009 006 005-001-003-011-011-008-001 000 004 007 005 004 001 001
DST0109*15  X220 000-007-010-005-007-009-005-003-002 000-003 000 002-012-019-018-017-021-020-020-022-016-019-015-009-011
DST0109*16  X220 000-007-006-005-007-009-011-011-010-009-008-007-010-012-015-014-015-018-017-017-015-011-009-006-005-011
DST0109*17  X220 000-003-003-003-003-007-007-004-009-011-008-006-009-009-013-012-007-007-008-003 002 004 006 007 010-004
DST0109*18  X220 000 012 013 015 011 007 006 007 006 007 013 010 007 001 000 006 011 015 014 000-025-025-015-012-007 003
DST0109*19  X220 000-004-001 006 004-013-014-012-011-011-010-006-008-008-009-006-009-008-007-006 002 002 002 000-001-005
DST0109*20  X220 000-001 001 002 004 004 005 005 002-002-001-001 000 000 000 004 000-001-001 001 004 007 012 008 007 002
DST0109*21  X220 000 005 002 004 006 005 007 010 009 010 013 014 013 011 010 008 005 005 008 011 013 015 015 016 013 010
DST0109*22  X220 000 008 009 012 014 018 021 018 011 005 005 006 001-005-012-015-017-013-012-007-003-003-005-006-004 001
DST0109*23  X220 000-002 001 004 005 000-007-010-012 002 006-002-014-029-039-041-055-048-059-073-072-061-054-046-038-027
DST0109*24  X220 000-034-048-044-043-040-041-039-041-040-035-031-031-033-034-032-030-030-027-027-019-019-022-021-022-033
DST0109*25  X220 000-024-022-019-019-020-020-022-023-023-018-015-015-018-019-017-017-016-016-012-013 013 014-009-053-017
DST0109*26  X220 000-070-102-089-088-079-074-087-091-081-083-083-078-079-084-083-076-070-062-055-051-047-044-044-039-072
DST0109*27  X220 000-036-034-033-039-044-043-039-037-037-038-041-044-043-044-044-048-049-051-048-048-051-049-046-043-043
DST0109*28  X220 000-045-042-037-033-031-034-037-038-031-030-034-034-033-034-036-036-033-032-029-029-029-031-034-031-034
DST0109*29  X220 000-036-042-044-041-041-036-033-041-046-034-025-052-050-040-035-033-032-036-042-049-052-055-053-055-042
DST0109*30  X220 000-050-047-045-039-037-036-038-036-033-032-035-037-037-040-040-046-056-055-055-054-066-057-035-042-044
DST0110*01  X220 000-054-069-070-076-085-102-112-129-148-139-120-118-112-113-110-108-100-096-094-090-088-085-076-079-099
DST0110*02  X220 000-072-073-078-085-083-083-097-095-082-091-084-091-104-101-086-078-083-089-086-079-082-097-092-087-087
DST0110*03  X220 000-088-078-068-061-061-055-046-065-083-109-112-142-154-156-166-150-154-143-122-117-114-114-116-102-107
DST0110*04  X220 000-094-088-080-080-083-081-089-087-093-085-086-072-074-070-063-057-057-055-054-051-051-049-051-047-071
DST0110*05  X220 000-043-040-040-040-041-040-040-035-035-029-024-022-019-014-006-004-011-012-021-017-014-014-017-020-025
DST0110*06  X220 000-021-017-014-018-019-016-016-016-018-015-013-013-016-017-016-019-018-018-017-015-018-015-013-014-016
DST0110*07  X220 000-014-013-012-011-009-006-003-002 000-007-009-005-006-009-001 001 001-004-003 000-002-001-003-006-005
DST0110*08  X220 000-006 005 002-005-006-006 000 001-002-003-016-026-035-026-030-035-032-029-023-021-019-020-038-048-017
DST0110*09  X220 000-038-030-029-033-031-026-019-021-031-033-026-019-035-048-051-064-051-042-043-046-047-045-040-037-037
DST0110*10  X220 000-034-032-032-034-034-029-030-034-035-033-036-037-035-037-036-031-031-030-037-044-040-037-035-036-035
DST0110*11  X220 000-033-033-032-031-026-026-028-026-023-023-022-026-032-039-035-031-029 005-048-070-065-057-043-025-033
DST0110*12  X220 000-018-018-024-059-040-046-058-065-055-052-055-060-071-062-062-063-062-063-054-050-052-053-046-044-051
DST0110*13  X220 000-041-036-037-037-041-041-044-047-046-035-032-033-039-043-036-037-037-033-029-029-032-030-028-026-036
DST0110*14  X220 000-024-019-019-026-027-023-025-032-035-029-030-033-029-031-031-029-030-028-026-034-039-036-030-031-029
DST0110*15  X220 000-031-020-017-023-031-031-032-026-022-021-020-016-018-023-017-020-016-015-008-008-008-001-003-005-018
DST0110*16  X220 000-004-001 001-007-009-011-017-016-015-013-020-018-017-015-013-007-001-002-009-010-011-014-017-022-011
DST0110*17  X220 000-023-025-026-022-021-022-024-023-019-019-018-019-019-020-018-015-015-011-010-009-010-009-004-006-017
DST0110*18  X220 000-006-005-002-001 000 001 003 003 003 002 002 001 003 003 006 008 011 006-003-002-003-004-003-003 001
DST0110*19  X220 000 000 004 006 005 005 007 008 004 001 000 001-004-012-022-026-028-032-043-051-052-056-057-051-044-018
DST0110*20  X220 000-040-036-032-025-024-034-035-029-024-023-026-029-025-028-032-035-033-028-025-025-028-034-036-043-030
DST0110*21  X220 000-042-039-037-034-031-025-025-026-027-029-029-027-025-023-021-022-009-014-093-115-170-187-180-184-059
DST0110*22  X220 000-177-173-168-158-164-160-156-155-142-131-142-141-136-144-129-141-139-145-135-152-154-159-155-154-150
DST0110*23  X220 000-165-132-124-130-125-125-127-119-115-108-103-100-100-093-085-083-081-077-073-073-076-075-073-074-102
DST0110*24  X220 000-072-066-059-057-054-056-057-056-055-054-053-051-049-047-045-045-045-043-041-042-042-041-041-040-050
DST0110*25  X220 000-036-032-030-029-029-028-027-026-020 003 005-001-004-005-006-007-007-008-010-022-035-040-036-031-019
DST0110*26  X220 000-029-026-024-023-022-020-023-025-022-020-022-022-022-022-023-025-023-021-018-012-014-016-013-015-021
DST0110*27  X220 000-017-019-025-027-027-027-027-026-027-027-026-024-026-026-027-026-025-024-021-018-019-018-015-018-023
DST0110*28  X220 000-016-015-017-016-055-088-109-118-134-142-149-157-146-130-128-118-112-107-105-104-104-109-106-096-099
DST0110*29  X220 000-083-079-073-066-067-075-082-073-070-066-060-060-061-060-066-067-067-069-069-067-068-064-054-048-067
DST0110*30  X220 000-048-048-052-054-052-049-049-054-053-053-051-051-049-047-050-049-043-037-036-037-040-041-039-039-047
DST0110*31  X220 000-036-031-027-024-023-024-026-028-025-023-022-022-019-015-002-005-008-009-011-015-029-045-060-081-025
DST0111*01  X220 000-081-091-097-096-093-097-098-092-094-098-106-104-086-077-078-079-078-075-071-065-062-061-058-058-083
DST0111*02  X220 000-055-050-052-050-049-049-043-044-040-037-036-034-034-039-037-033-030-032-033-031-031-028-027-026-038
DST0111*03  X220 000-027-023-019-016-018-020-019-019-018-018-016-016-016-019-018-020-022-021-020-017-015-014-015-014-018
DST0111*04  X220 000-010-006-003-007-007-007-009-015-015-018-024-023-025-028-041-038-031-029-031-028-028-029-029-028-021
DST0111*05  X220 000-027-024-019-011-008-006-004-003 005 000 000 011 010 014 022 013 009 009 022 005-037-050-050-055-007
DST0111*06  X220 000-073-064-101-269-281-288-292-276-276-259-235-213-200-183-207-218-210-187-177-151-164-176-173-173-202
DST0111*07  X220 000-165-156-152-148-138-123-121-121-115-110-108-109-106-099-099-100-095-091-088-086-081-078-075-073-110
DST0111*08  X220 000-071-070-069-064-065-066-064-065-064-057-057-053-052-051-049-048-047-046-044-044-045-047-047-046-055
DST0111*09  X220 000-043-042-039-039-039-036-035-036-035-034-035-033-033-033-035-035-035-034-035-033-038-044-040-037-037
DST0111*10  X220 000-037-039-036-033-031-030-028-030-027-027-028-029-032-030-032-032-031-030-032-030-027-035-038-040-032
DST0111*11  X220 000-042-043-042-039-035-032-033-032-029-028-033-035-029-029-031-034-035-034-033-030-029-027-025-024-033
DST0111*12  X220 000-023-025-028-027-026-025-025-023-018-013-010-013-014-014-016-022-025-024-024-022-021-020-019-018-021
DST0111*13  X220 000-015-012-013-016-019-017-016-017-013-012-012-013-013-012-010-011-012-013-012-017-025-024-016-012-015
DST0111*14  X220 000-011-012-011-012-008-007-007-007-008-010-010-008-009-009-007-006-004-004-007-009-010-008-003-001-008
DST0111*15  X220 000 000-001 000 000 000-003-007-007-006-006-003 002-001-001-001 013 019-001-010-020-024-020-022-016-005
DST0111*16  X220 000-012-016-023-027-027-029-031-032-033-033-032-029-032-033-023-026-027-021-017-021-023-023-020-020-025
DST0111*17  X220 000-023-026-028-034-039-034-035-036-037-038-036-034-038-033-037-036-031-026-033-032-029-024-029-028-032
DST0111*18  X220 000-023-023-023-028-033-038-038-037-033-029-030-028-033-031-026-026-029-027-026-027-030-027-024-029-029
DST0111*19  X220 000-035-028-033-036-037-039-039-035-029-031-028-025-030-033-036-048-047-046-036-032-040-047-039-036-036
DST0111*20  X220 000-034-039-035-026-030-038-040-039-034-033-035-034-033-031-032-031-031-030-028-027-028-028-026-024-032
DST0111*21  X220 000-024-025-026-026-025-026-029-026-021-020-021-020-020-021-019-014-016-019-016-011-010-012-012-012-020
DST0111*22  X220 000-012-013-015-018-021-016-019-019-018-021-018-016-015-014-016-015-015-011-009-006-017-023-029-028-017
DST0111*23  X220 000-033-039-042-037-031-034-033-026-024-030-034-030-026-031-029-031-037-033-027-025-024-025-031-035-031
DST0111*24  X220 000-029-031-034-034-039-024 002-091-092-072-096-132-196-179-202-211-221-216-205-187-177-172-153-150-123
DST0111*25  X220 000-145-145-144-134-124-118-111-114-113-106-103-107-104-098-096-092-089-090-088-086-085-084-083-081-106
DST0111*26  X220 000-083-086-085-082-078-075-075-073-067-063-060-057-056-054-050-050-050-048-045-045-045-043-043-043-061
DST0111*27  X220 000-050-055-053-048-042-037-036-033-029-031-030-030-030-029-028-026-027-027-025-025-025-026-026-028-033
DST0111*28  X220 000-030-031-033-033-032-028-025-020-017-016-017-016-016-016-015-013-013-014-013-013-013-012-014-015-019
DST0111*29  X220 000-015-015-017-019-020-018-018-019-017-017-017-016-017-016-012-012-014-014-014-014-014-014-015-017-016
DST0111*30  X220 000-019-022-022-020-016-013-013-012-013-016-017-016-013-009 000-005-005-007-005-001 000 003 002 001-010
DST0112*01  X220 000 001-003-003-005-004 004 008 007 009 006 008 013 007-002-002-003-009-001-001-004-006-004-007-002 000
DST0112*02  X220 000-001-002-003-002 000 003 000 003 006 010 012 013 016 015 016 013 009 006 005 005 000 000-001-002 005
DST0112*03  X220 000 002 003 005 008 010 006 006 005 002-002-003-001 005 005 006 006 005 001 001-020-029-032-025-024-003
DST0112*04  X220 000-027-030-028-025-023-022-022-025-024-026-029-025-025-026-020-020-024-022-019-022-026-020-017-019-024
DST0112*05  X220 000-034-038-034-032-030-028-027-026-030-030-028-026-024-021-018-020-016-010-011-011-013-010-008-018-023
DST0112*06  X220 000-028-032-027-025-020-019-019-022-022-019-021-021-024-025-020-018-016-012-016-011-009-018-019-010-020
DST0112*07  X220 000-015-020-017-017-017-016-016-019-023-023-024-023-020-021-018-023-026-023-018-016-018-018-015-019-019
DST0112*08  X220 000-026-027-025-023-020-017-014-016-020-019-019-020-020-021-022-024-019-014-013-010-010-012-013-014-018
DST0112*09  X220 000-017-015-015-016-014-011-011-011-010-011-013-015-013-011-009-009-010-005-005-007-010-009-010-011-011
DST0112*10  X220 000-011-012-012-014-010-007-006-003-002-002-003-001-001-007-009-010-008-009-009-009-008-010-011-011-008
DST0112*11  X220 000-011-010-010-008-010-010-008-006-003-006-007-010-011-010-010-011-012-012-010-010-013-011-009-005-009
DST0112*12  X220 000 000-001-004-003-009-010-012-018-020-018-025-027-021-013-015-020-025-026-028-032-034-038-036-034-020
DST0112*13  X220 000-038-039-037-035-033-034-036-038-036-032-029-028-026-024-023-020-017-015-015-015-017-015-015-015-026
DST0112*14  X220 000-015-014-014-012-013-011-011-014-014-014-015-021-025-024-019-019-018-014-014-014-014-009-002 003-014
DST0112*15  X220 000 002-001 000-002-001 004 004-005-011-008-005 001 002 000 011 029 031 030 029 026 024 018 009 002 008
DST0112*16  X220 000 005 002 005 005 011 017 015-004-009-009-012-015-017-012-009-008-009-012-014-016-015-015-018-021-006
DST0112*17  X220 000-030-026-022-022-018-020-023-021-023-030-037-036-035-030-031-030-030-034-038-032-034-039-039-039-030
DST0112*18  X220 000-036-034-036-031-031-032-033-033-031-034-032-031-031-029-023-019-019-018-016-017-019-021-023-027-027
DST0112*19  X220 000-031-034-034-029-026-022-022-025-027-027-025-023-019-016-013-013-015-015-017-018-018-022-023-028-023
DST0112*20  X220 000-031-029-023-019-017-013-013-013-017-022-025-028-023-018-017-014-012-010-008-008-007-010-019-027-018
DST0112*21  X220 000-026-023-018-017-017-020-023-028-031-034-038-036-029-020-011-012-016-018-022-031-039-054-067-066-029
DST0112*22  X220 000-058-054-049-048-046-047-054-059-056-056-053-049-046-041-035-030-028-025-020-020-022-022-023-023-040
DST0112*23  X220 000-027-030-029-029-029-024-026-032-036-035-033-027-021-025-023-015-010-010-007-005-003-004-005 008-020
DST0112*24  X220 000 015 008-001-006-001-006-009-018-040-051-055-051-046-045-051-035-028-046-046-048-040-038-038-035-030
DST0112*25  X220 000-037-037-037-033-033-031-030-029-032-033-034-035-029-023-015-009-006-006-006-007-010-013-019-028-024
DST0112*26  X220 000-037-040-036-030-026-024-021-017-018-020-023-023-023-021-013-007-007-006-007-008-013-015-022-023-020
DST0112*27  X220 000-027-033-030-024-020-016-013-014-018-018-016-017-017-015-009-005-007-007-015-018-016-011-007-006-016
DST0112*28  X220 000-010-010-007-004-003-002-001 001 002 003 014 025 015 026 033 030 024 016 014 013 015 018 028 018 011
DST0112*29  X220 000 008 003 008 010 012 027 055 054 047 046 051 051 042 044 041 040 046 037 038 038 036 031 033 030 035
DST0112*30  X220 000 015 007-001-023-040-058-053-043-041-041-044-043-041-034-025-019-024-023-015-008 012 011-022-028-024
DST0112*31  X220 000-028-031-030-020-016-017-022-026-034-040-039-033-029-027-024-028-037-035-026-031-032-042-043-041-030
DST0201*01  X220 000-038-036-035-039-039-036-042-046-048-042-041-039-033-027-025-028-032-030-030-027-030-025-017-017-033
DST0201*02  X220 000-014-011-008-010-014-017-020-020-016-012-012-015-017-020-015-013-016-018-017-016-017-019-020-018-016
DST0201*03  X220 000-018-017-016-016-014-015-014-015-013-014-020-024-025-022-019-020-021-017-013-011-010-010-011-010-016
DST0201*04  X220 000-007-005-001-003-006-010-015-013-010-011-011-007-005-002-002-004-006-006-005-003-003-004-004-004-006
DST0201*05  X220 000-005-006-005-008-008-009-012-013-010-009-010-011-014-018-016-016-015-008-002 002 003 003 002 003-008
DST0201*06  X220 000 004 009 005 000 002 000-003-001 004 007 010 012 011 011 011 017 016 009 008 008 006 004-001-003 006
DST0201*07  X220 000 002 006 008 010 006 006 006 009 010 009 009 013 018 014 011 007 006-006-023-019-016-020-020-016 001
DST0201*08  X220 000-013-017-005-009-018-022-016-025-015-009-013-014-014-014-015-012-015-016-014-012-011-008-006-004-013
DST0201*09  X220 000-002-002-004-006-006-004-006-003 003 005 005 005 005 000-006-011-011-016-013-012-008-006-003 003-004
DST0201*10  X220 000 006 008 002-002 000 000 001 004 002-002-001-009-025-033-024-033-021-023-037-049-047-051-041-030-017
DST0201*11  X220 000-022-029-035-042-057-071-072-060-060-044-046-043-038-036-037-038-037-039-037-037-037-038-033-029-042
DST0201*12  X220 000-025-024-023-029-034-036-043-047-046-045-041-029-021-022-026-026-026-028-030-034-031-029-027-026-031
DST0201*13  X220 000-024-021-021-023-028-029-030-028-028-025-024-019-013-017-017-021-016-014-013-014-017-012-010-010-020
DST0201*14  X220 000-009-004-006-015-022-020-020-017-014-014-015-015-015-013-012-011-012-011-014-019-023-018-015-012-014
DST0201*15  X220 000-007-006-006-009-012-016-016-015-011-012-010-010-012-017-019-019-017-020-023-022-020-017-011-005-014
DST0201*16  X220 000-002-004-005-007-010-011-013-015-012-013-015-011-003 000-001 001 001 000-001-004-005-003-001 003-005
DST0201*17  X220 000 006 003-001-005-008-009-007-004 000 005 004 003 004-005-005-010-007 001 004 000 004 005-002-006-001
DST0201*18  X220 000-006-005-003-006-008-006-005-006-009-009-010-011-009-012-009-006-001 000 002 003 001 003 006 009-004
DST0201*19  X220 000 010 009 010 009 008 019 022 023 037 035 023 024 020 004-011-016-018-026-015-017-018-022-011-005 004
DST0201*20  X220 000-004-006-009-020-022-016-013-014-019-026-027-020-011-012-015-015-011-011-009-009-010-002 002-003-013
DST0201*21  X220 000-004-002-009-009-001 001-005-011-011-012-016-016-017-017-013-012-012-011-009-012-017-012-010-008-010
DST0201*22  X220 000-006 002 001-001-002-004 002-001-009-018-016-011-011-010-006-007-008-005-005-004-001 002 000-003-005
DST0201*23  X220 000-002-005-007-008-005-003-001-003 005 010 003-010-007-011-015-013-011-013-019-023-027-024-020-020-010
DST0201*24  X220 000-018-015-016-020-026-021-012-010-009-011-009-004-003-004-007-010-013-011-007-010-014-014-012-013-012
DST0201*25  X220 000-011-006-005-005-002 001 003 006 011 012 015 015 009 006-010-021-029-035-028-027-038-030-023-021-009
DST0201*26  X220 000-026-025-028-032-028-022-020-022-024-025-021-024-025-025-024-025-024-023-024-019-019-019-015-012-023
DST0201*27  X220 000-011-013-018-024-029-028-025-025-024-024-023-019-019-017-019-016-013-013-013-009-008-009-006-007-017
DST0201*28  X220 000-010-011-012-013-011-008-009-011-012-012-009-010-005 000-002-004-008-011-011-012-009-005-002-001-008
DST0201*29  X220 000-003-007-011-012-012-009-009-011-013-020-022-015-012-010-010-009-004-002-002-003-003-002-002-001-009
DST0201*30  X220 000-002-006-007-005-002 002 003 000-001-002-003-001 002 004 002 002 002 002 000-003-004-002-001-003-001
DST0201*31  X220 000-010-011-007-006-010-005-002-003-003-002-001 001 002-001-005-006-006-004 000 002-003 004 000-008-004
DST0202*01  X220 000-024-027-023-021-019-020-015-010-015-016-021-025-018-018-029-033-022-018-016-014-008-007 000 005-017
DST0202*02  X220 000 003-006-009-014-039-054-055-063-078-086-084-084-075-074-069-061-060-050-041-035-027-023-027-025-047
DST0202*03  X220 000-027-028-025-022-026-025-024-024-025-027-027-032-030-032-026-023-023-024-024-023-022-023-024-024-025
DST0202*04  X220 000-027-027-024-023-025-016-007-007-011-012-013-012-015-019-021-021-016-013-022-020-013 002 002-007-015
DST0202*05  X220 000-009-014-036-035-027-025-023-020-011-002-003-012-027-031-021-019-022-019-039-054-082-068-067-068-031
DST0202*06  X220 000-067-066-068-073-069-065-073-070-065-055-049-050-060-053-055-061-060-054-050-043-040-032-027-035-056
DST0202*07  X220 000-037-039-041-044-045-042-040-036-030-025-023-020-020-017-018-020-023-020-019-016-012-013-010-014-026
DST0202*08  X220 000-016-021-023-026-029-027-026-021-020-020-016-013-015-018-023-024-026-027-030-026-017-012-009-012-021
DST0202*09  X220 000-011-012-013-019-027-032-030-025-018-012-011-016-016-016-018-020-020-018-017-015-017-011-012-010-017
DST0202*10  X220 000-007-015-028-024-021-021-022-018-017-012-012-011-013-015-016-020-019-014-008-007-004 001 002-001-013
DST0202*11  X220 000-002-005-008-010-013-017-014-012-015-021-018-027-028-022-020-022-022-026-022-020-016-013-018-027-017
DST0202*12  X220 000-027-021-024-028-027-022-023-023-019-016-015-015-017-018-018-019-015-012-010-009-008-009-012-026-018
DST0202*13  X220 000-035-031-025-023-020-014-010-008-010-007-011-018-019-018-019-020-026-023-020-019-018-015-012-015-018
DST0202*14  X220 000-016-013-011-013-015-014-016-014-010-010-008-010-009-009-012-012-011-008-008-009-008-006-006-006-011
DST0202*15  X220 000-005-005-003-005-007-005-003-003-005-004-005-005-002-001-002 003 006 000 001 000-001-006-006-010-003
DST0202*16  X220 000-012-015-019-020-016-012-008-008-006-002-004-003-004-002-006-010-011-013-009-006-008-007-005 001-009
DST0202*17  X220 000 007 006 008 024 015 011 003-011-004-001-005-009-010-014-021-020-017-017-013-011-011-011-010-010-005
DST0202*18  X220 000-008-005-003-006-003 003 003 002-003 002-001-002-001-007-007-015-008-009-014-015-020-023-024-022-008
DST0202*19  X220 000-017-014-012-023-027-026-023-021-022-018-016-014-012-011-014-017-018-017-015-014-018-014-008-012-017
DST0202*20  X220 000-014-009-007-008-009-007-004-010-015-012-009-007-004-004-005-003-004-003-005-005-006-002-006-003-007
DST0202*21  X220 000-002 000 000-001-002 000-003-014-017-016-015-008-005-005-007-007-005-006-007-009-009-002 004 006-005
DST0202*22  X220 000 013 014 011 004 002 000-002-005-006-004-001 001 002 003-001-006-005-008-009-012-008-004-007-011-002
DST0202*23  X220 000-012-010-007-002-004-007-011-013-012-011-011-008-004-004-006-009-008-009-006-003-001 002 006 006-006
DST0202*24  X220 000 005 005 002-003-005-004-002-001-001-001-004-006-006-009-008-007-005-003 000 002 000 003 006 005-002
DST0202*25  X220 000 005 005 005 002 000 003 002 001-003-003-003-005-010-009-004-008-004 000-003-009-009-005-005-006-003
DST0202*26  X220 000-009-009-014-016-020-024-027-031-027-021-019-014-010-009-012-011-009-009-010-012-008-011-015-014-015
DST0202*27  X220 000-008-009-008-008-010-012-016-017-019-018-014-010-008-006-008-010-007-005-004-004-002 001-002-003-009
DST0202*28  X220 000-003-002-004-005-002 008-012-018-014-011-017-016-017-014-011-008-003 000-003-002-006-012-034-055-011
DST0203*01  X220 000-065-071-068-064-063-060-065-066-062-053-050-051-045-044-044-042-039-037-032-029-025-021-018-019-047
DST0203*02  X220 000-020-022-019-018-017-019-017-019-018-018-017-013-010-012-010-010-009-012-014-009-008-012-010-005-014
DST0203*03  X220 000-004 001 003-004-006-005-009-012-008-017-021-021-016-014-029-036-036-035-033-039-039-036-036-046-021
DST0203*04  X220 000-031-027-026-024-021-018-014-011-010-007-003 000 003 003 002 003-001 000 005 003 000-004 003 005-007
DST0203*05  X220 000 000-010-018-032-036-037-037-035-031-021-018-015-011-016-015-017-023-021-021-022-023-024-021-020-022
DST0203*06  X220 000-019-016-013-012-017-024-031-024-017-018-018-011-014-017-022-023-017-026-037-032-024-017-016-020-020
DST0203*07  X220 000-013-009-012-017-017-018-023-017-012-008-006-003-005-011-010-012-012-012-010-010-010-008-005-001-011
DST0203*08  X220 000-001-004-005-008-009-008-009-010-017-016-010-008-008-008-008-008-009-008-007-008-008-004 000-001-008
DST0203*09  X220 000 000 000-001-005-007-005-002 000 001 002 005 007 005 001-009-018-022-019-014-012-014-012-008-004-005
DST0203*10  X220 000-001 001 000-001-004-001 002 003 000-005-013-019-020-016-014-015-018-017-015-011-011-009-015-022-009
DST0203*11  X220 000-025-029-021-016-028-028-021-016-018-017-016-010-005-008-005-004-006-004-003-002-001-002 002 004-012
DST0203*12  X220 000 008 004 006 005 002 001 000-004-008-011-004-001-004-006-006-007-006-009-007-007-008-011-007-003-003
DST0203*13  X220 000-004-004 002 003 000-003-006-005-008-006-001 001 002-003-001 001 001 001 002 001-002-004-002-001-002
DST0203*14  X220 000 001 001 003 004 006 006 005 003 002 001 002 001-001-004-002-003 000 001 001 000 000 000 002 003 001
DST0203*15  X220 000 004 004 002 000 000 006 011 014 016 015 013 012 011 011 010 011 011 013 013 017 021 020 018 018 011
DST0203*16  X220 000 020 020 021 021 019 022 018 018 017 015 016 014 010 009 006 003 004 004 007 008 006 008 011 010 013
DST0203*17  X220 000 009 005 005 005 006 008 008 008 009 009 010 012 013 013 012 013 013 010 008 005 005 008 008 006 009
DST0203*18  X220 000 002 001-001 002 007 008 008 008 009 006 010 014 015 042 053 059 059 059 046 037 032 036 034 037 024
DST0203*19  X220 000 024-001-012-016-025-035-037-029-030-025-021-014-011-011-012-011-013-015-015-021-013-013-012-013-016
DST0203*20  X220 000-017-016-015-016-016-015-014-015-016-017-018-018-018-013-008 010 007 011 011 009 005 003 004 004-007
DST0203*21  X220 000-003-003 000-001-005-003-003-005-006-013-008-004-005-009-010-009-006-010-012-009-005-002 004 007-005
DST0203*22  X220 000 003 004 004-004 001 002-005-009-008-013-011-004-003-004-003-002-003-004-006-008-009-008-007-006-004
DST0203*23  X220 000-003-002-004-005-004-003-002-002-001 001 001 005 008 004 007 001-009-014-031-031-034-030-029-025-008
DST0203*24  X220 000-030-040-048-054-062-074-086-079-095-100-083-079-070-079-088-091-094-090-088-092-097-093-078-071-078
DST0203*25  X220 000-066-059-054-051-054-050-048-043-039-034-031-028-028-029-030-020-023-020-018-015-019-017-015-012-033
DST0203*26  X220 000-013-007-007-016-019-020-018-019-022-032-031-031-034-031-032-035-034-030-029-032-036-034-029-025-026
