DST0102*25  X220 000 004 006 007 004 004 002 004 006 006 006 007 008 008 006 005 005 006 007 008 009 011 012 010 009 007
DST0102*26  X220 000 008 009 010 010 009 007 007 004 004 004 004 006 010 008 007 002 000 000 002-004-014-022-022-018 001
DST0102*27  X220 000-014-014-024-024-026-025-029-035-037-030-024-017-006-004-005-007-008-006-004-002-004-006-007-008-015
DST0102*28  X220 000-009-007-008-008-007-004 000 004 005 003-002-001 000-001-008-008-007-005-010-012-010-009-009-014-005
DST0103*01  X220 000-016-017-012-012-012-011-008-003-003-001-001 000 001 001-001-003-002-001-002-003-001 000 003 004-004
DST0103*02  X220 000 005 000-001-002-001 000-002-001 005 006 004 004 004 003 003 001 001 000-005-003 003 000-002-007 001
DST0103*03  X220 000-010-009-011-013-014-013-009-002 001-001-004 003 002-003 006 010 004 002 000-008-009-006-002-005-004
DST0103*04  X220 000-007-007-005-005-008-011-011-011-010-014-020-024-023-014-011-016-016-017-014-019-024-029-044-052-017
DST0103*05  X220 000-071-071-073-058-048-039-041-052-053-043-034-030-029-024-022-022-016-014-014-012-012-014-017-018-034
DST0103*06  X220 000-017-017-020-023-024-023-021-016-013-013-010-011-012-012-014-014-012-011-008-008-012-010-007-006-014
DST0103*07  X220 000-007-005-005-008-014-017-016-011-009-007-008-013-012-009-008-009-013-014-011-008-006-005-006-006-009
DST0103*08  X220 000-005-003-002-004-005-005-008-012-014-016-014-009-004-002-001-003 000 001-001-001-004-009-010-005-006
DST0103*09  X220 000-006-004-006-007-008-007-007-003 000-003-008-012-011-010-012-012-007-005-003-001-001 000 001 003-005
DST0103*10  X220 000 005 006 006 003 000-002 000 002 000-004-002 000 002 002 002 003 004 006 003 001-001 002 002 003 002
DST0103*11  X220 000 003 003 001-001-001 001 000-003-002-002-002-001-002-001 000 000 001 000 001 003 006 008 009 007 001
DST0103*12  X220 000 007 008 007 007 006 007 012 013 012 012 005-007-007-006 008 014 008 005 000 000-014-020-026-028 001
DST0103*13  X220 000-024-023-022-025-025-024-025-024-021-018-019-017-016-006-002-003-006-008-005-002-001-009-010-008-014
DST0103*14  X220 000-005 001 001-003-010-010-013-015-017-024-023-014-009-007-006-006-005-007-011-009-006-005-006-004-009
DST0103*15  X220 000-003-002-003-004-005-004-002-003-005-008-007-005-005-006-007-005-002-002 001 004 004 002 002 003-003
DST0103*16  X220 000 006 007 006 005 006 006 005 005 006 005 005 008 011 009 004 001 001 000 002 006 004 002 003 006 005
DST0103*17  X220 000 005 005 003 003 004 007 008 008 007 008 008 008 008 009 012 012 008 004 001-001-003 000 002-002 005
DST0103*18  X220 000-005-009-007-001-003-010-011-008-005-005-005-008-008-005-004-003-004-007-005-001 000-003-004-007-005
DST0103*19  X220 000-008-010-011-012-009-010-014-016-010-006-011 001-001-022-026-017-023-052-062-078-088-105-095-086-032
DST0103*20  X220 000-083-073-074-076-087-104-105-122-129-123-126-137-145-149-134-148-146-134-127-130-126-118-111-100-117
DST0103*21  X220 000-083-077-075-075-078-079-082-077-071-065-065-063-066-065-062-061-058-054-052-052-052-052-055-052-065
DST0103*22  X220 000-048-044-042-040-041-039-037-032-030-023-021-017-012-002 006-012-020-029-032-034-037-042-045-044-030
DST0103*23  X220 000-042-044-049-053-054-058-054-055-049-056-062-056-051-051-057-070-075-064-052-054-050-056-050-043-054
DST0103*24  X220 000-039-035-032-029-027-033-043-043-033-023-026-029-027-022-024-024-019-014-021-017-019-020-024-027-027
DST0103*25  X220 000-026-026-024-023-023-020-020-023-025-026-024-022-022-022-022-020-018-015-013-014-014-013-015-016-020
DST0103*26  X220 000-017-016-013-012-013-013-013-009-004-002-002-006-008-011-008-009-008-006-005-006-005-002-005-007-008
DST0103*27  X220 000-011-007 004 005-004 002 001-005-003 003-002 002 001-001-002-002-004 002 022 036 014-001-039-051-002
DST0103*28  X220 000-051-056-055-050-046-043-041-038-030-036-037-034-039-069-086-087-079-058-064-055-051-048-054-055-053
DST0103*29  X220 000-053-053-045-045-051-047-031-033-032-030-023-028-027-028-028-020-030-028-023-021-022-026-031-031-033
DST0103*30  X220 000-031-027-024-022-017-015-016-016-014-012-018-022-014-016-015-009-009-003 010 001 006 005 015 005-011
DST0103*31  X220 000 000 003 005 026-008-156-262-351-387-346-317-292-259-249-220-222-214-247-254-269-256-284-269-233-211
DST0104*01  X220 000-228-213-205-193-181-166-161-162-148-138-142-142-134-126-116-110-105-098-091-087-086-080-083-091-137
DST0104*02  X220 000-099-099-099-101-101-099-087-086-084-078-075-061-059-056-059-066-061-060-055-048-049-043-038-042-071
DST0104*03  X220 000-041-036-037-034-030-032-036-035-033-030-033-032-032-028-027-025-022-028-026-020-017-018-020-023-029
DST0104*04  X220 000-027-025-026-025-028-025-019-013-011-007-007-008-011-009-009 015 007-003-006-020-014-022-030-031-015
DST0104*05  X220 000-029-028-032-036-036-034-036-050-042-026-034-048-038-029-030-028-026-021-031-028-020-013-025-030-031
DST0104*06  X220 000-023-018-022-022-023-020-021-031-030-022-018-020-021-015-010-012-008-006-006-008-022-023-021-018-018
DST0104*07  X220 000-010-013-035-029-039-040-041-042-038-039-041-042-040-036-034-036-033-020-011-016-018-026-031-028-031
DST0104*08  X220 000-030-033-026-023-023-025-028-031-034-031-027 004 000-003-050-059-046-045-045-033-043-057-057-055-033
DST0104*09  X220 000-053-053-052-053-054-059-063-062-057-056-052-049-044-042-048-047-043-044-047-056-062-060-056-055-053
DST0104*10  X220 000-052-050-046-043-042-038-039-038-034-030-031-028-026-027-031-032-036-034-030-022-017-017-025-024-033
DST0104*11  X220 000-028-031-030-029-031-029-024-027-024-021-023-024-021-017-008-002-026-084-105-104-147-205-215-271-064
DST0104*12  X220 000-236-215-210-187-170-164-162-155-148-134-125-117-112-107-109-108-102-095-091-085-079-077-077-076-131
DST0104*13  X220 000-076-074-072-070-066-066-066-059-041-031-014-060-043-050-064-077-071-060-058-056-066-068-071-075-061
DST0104*14  X220 000-075-068-064-057-053-048-053-040-041-039-045-043-038-033-035-040-038-035-030-030-028-029-032-035-043
DST0104*15  X220 000-036-036-037-034-035-033-035-034-037-037-038-038-035-030-029-029-030-025-022-021-020-021-025-030-031
DST0104*16  X220 000-033-036-036-034-032-031-030-024-021-019-022-021-020-017-018-022-022-020-020-019-019-019-019-021-024
DST0104*17  X220 000-025-030-029-025-021-024-025-022-015-012-012-014-014-014-013-018-018-012-014-018-018-018-021-029-019
DST0104*18  X220 000-025-008-024-049-094-104-114-109-102-083-074-072-068-067-069-071-073-071-068-071-069-067-066-070-070
DST0104*19  X220 000-073-078-071-062-059-055-050-044-040-037-038-038-035-031-031-031-031-027-020-022-023-025-026-027-041
DST0104*20  X220 000-030-029-033-034-029-024-024-022-018-019-020-024-025-021-017-018-019-014-013-014-013-013-015-012-021
DST0104*21  X220 000-010-013-014-013-012-008-005-002-001-003-006-007-006-007-009-011 008 011 010 011 011 012 012 008-002
DST0104*22  X220 000 004-004-009-017-021-018-025-036-035-041-043-050-064-079-092-102-093-084-077-083-085-089-087-080-055
DST0104*23  X220 000-072-071-074-080-083-078-066-069-074-078-076-060-053-053-057-055-048-040-034-033-030-032-032-030-057
DST0104*24  X220 000-029-029-027-028-029-033-040-039-036-035-028-026-029-030-031-030-029-024-024-025-023-021-017-019-028
DST0104*25  X220 000-020-021-021-018-016-013-011-008-007-009-003-001-004-005 000 003 001 001-002-002 004 004 000 000-006
DST0104*26  X220 000-004-005-002-003-003-008-011-010-011-006-007-008-005-004-005-004-006-005-003-002-004-005-006-009-006
DST0104*27  X220 000-010-008-009-009-004-001 000 002 000-001-004-004-004 000 002 002 002-002-003 000 000-002-001 000-002
DST0104*28  X220 000-001-003-001 002 005 041 039 033 032 020 006-006-001 001-018-026-020-018-033-030-023-027-020-019-003
DST0104*29  X220 000-012-025-047-047-039-031-023-014-009-002-001-004-006-009-015-022-024-020-014-011-010-013-015-016-018
DST0104*30  X220 000-019-022-023-021-020-019-016-014-011-012-014-014-013-012-013-014-013-012-010-004-002-005-006-006-013
DST0105*01  X220 000-006-008-009-013-011-008-004-001 001-003-001-002 001 002-003 002 003 006 008 008 004 004 003 002-001
DST0105*02  X220 000 002 000 002 008 013 013 014 012 009 012 007 002 005 008 007 004 001 001 002 005 007 006 005 003 006
DST0105*03  X220 000-002-007-005 000 003 005 007 011 014 013 006-003 004 009 009 007 002 006 013 015 011 013 011 009 006
DST0105*04  X220 000 006 007 010 008 005 000-002 007 004 005 001 006 005 000-001-001 000 002 006 005 004 004 008 007 004
DST0105*05  X220 000 004 002 000 000 001 002 003 003 005 006 005 005 005 005 004 004 002 001 000 004 006 006 002 004 003
DST0105*06  X220 000 003 004 005 006 008 009 008 009 012 014 018 014 012 008 006 004 007 010 012 013 014 012 008 004 009
DST0105*07  X220 000 000-008-017-031-036-035-022-019-021-025-015-007-008-013-013-019-024-021-021-018-015-014-017-018-018
DST0105*08  X220 000-020-021-020-017-016-016-014-014-010-008-007-002-015-017-015-022-025-026-029-027-031-032-034-039-020
DST0105*09  X220 000-048-047-057-049-055-050-048-043-040-046-041-031-026-032-040-048-057-067-068-065-052-056-064-063-050
DST0105*10  X220 000-073-076-074-076-068-069-071-068-058-055-054-046-043-039-042-042-043-048-048-046-037-035-042-044-054
DST0105*11  X220 000-044-046-046-040-033-032-032-033-032-029-028-027-027-027-030-033-036-037-035-032-034-037-040-048-035
DST0105*12  X220 000-044-043-036-028-028-021-026-036-043-041-039-040-039-029-033-036-034-035-038-037-036-038-032-035-035
DST0105*13  X220 000-045-042-035-032-026-022-022-020-015-015-011-014-010-010-015-022-026-023-026-031-038-048-048-039-026
DST0105*14  X220 000-039-041-040-040-033-030-028-024-020-018-018-020-020-020-021-024-025-027-025-016-013-016-019-019-025
DST0105*15  X220 000-023-023-021-019-020-023-021-018-021-021-021-019-019-019-023-023-016-016-021-021-018-010-010-010-019
DST0105*16  X220 000-013-014-017-019-016-015-017-014-013-010-012-009-008-009-011-008-003-001 001 003 003 001-005-008-009
DST0105*17  X220 000-009-008-010-012-011-010-009-004-002-003-004-005-004-007-009-008-005-005-001 000-001-006-003 000-006
DST0105*18  X220 000-002-007-011-002 002-001-003-001 003 004 011 008 007 003-003-002-001-002-001 002 005 006 000-001 001
DST0105*19  X220 000-003-014-025-023-016-016-016-016-013-009-007-006-007-009-010-009-007-006-008-012-011-005 002 008-010
DST0105*20  X220 000 009 006 002-002-003-004-003 000 003 000-002 000-003-003 000-001-002-003 000-002-002 002 006 009 000
DST0105*21  X220 000 007 004 003 004 005 006 002 002 003 002 005 005 006 003 005 006 008 008 008 005 006 006 009 015 006
DST0105*22  X220 000 014 021 026 025 022 021 018 017 017 016 015 014 016 016 016 018 016 014 018 027 033 025 022 022 020
DST0105*23  X220 000 024 021 027 030 023 014 017 020 022 024 021 022 021 017 016 015 016 014 010 011 013 013 016 017 019
DST0105*24  X220 000 011 005 004-001-001 003 006 008 007 006 005 006 006 006 008 009 006 003 005 005 002-003-005-003 004
DST0105*25  X220 000 002 003 005 008 010 010 007 008 010 010 007 007 008 009 007 004 006 005 001 001 002-001-002 000 005
DST0105*26  X220 000 000 002 004 006 007 006 006 002-002-001 006 007 005 003 002 004 004 003 002 005 008 006 003 004 004
DST0105*27  X220 000 004 005 005 005 008 010 010 010 012 011 009 008 009 012 014 024 022 026 025 022 018 014 014 014 013
DST0105*28  X220 000 012 010 014 017 016 015 019 020 022 020 010-003-003-012-023-034-037-036-042-038-041-038-032-036-008
DST0105*29  X220 000-028-019-014-012-011-009-010-008-003 002 001 001-005-008-018-013-014-015-015-014-012-011-012-012-011
DST0105*30  X220 000-012-012-011-010-009-009-010-009-007-006-006-006-004 002 001 000 000 000 005 004 001-002-003-003-004
DST0105*31  X220 000-003 003 005 007 007 005 003 003 002 003 003 002 001 000-001 000 009 012 009 012 011 014 013 013 006
DST0106*01  X220 000 016 015 015 014 014 014 014 016 019 023 025 022 009 009 010 015 014 015 018 027 029 037 030 026 019
DST0106*02  X220 000 022-012-027-021-015-022-026-021-014-007-007-003-002-007-010-011-014-019-026-024-019-019-014-012-014
DST0106*03  X220 000-011-009-007-007-006-009-015-012-007-003 000-001-001-002-004-004-001-001-007-011-009-010-010-012-007
DST0106*04  X220 000-013-017-019-014-012-013-011-011-007-002 002 005 004-001-004-001 002 001-003-003-004-007-008 002-006
DST0106*05  X220 000 005 001 001 002 003 001-002-002 002 004 003 001 000 000 001 002 003 005 002 001-001-003-007-006 001
DST0106*06  X220 000-003-006-005-004-001 000-003-001 007 010 008 008 008 005 002 004 000-004-004-002 003 003 003 004 001
DST0106*07  X220 000 006 004 003 007 003-003-006-009-008-002 002 002 000-002-005-007-005-003-004-002 003 006 006 008 000
DST0106*08  X220 000 010 010 012 017 019 016 019 018 021 019 013 016 017 012 007 011 010 010 013 011 013 011 009 010 014
DST0106*09  X220 000 017 021 023 022 016 004 005-002-002 003 004 006 002 002 003 001 004 001 000-017-022-036-033-024 000
DST0106*10  X220 000-023-033-031-029-027-026-026-025-020-019-018-016-020-021-021-022-021-014-013-014-014-011-009-009-020
DST0106*11  X220 000-009-010-009-008-010-012-015-015-012-006-001 002 001 003 005 002-003-006-006-003-001 001 002 000-005
DST0106*12  X220 000-004-005-005-006-006-003-002-001 000 004 006 006 005 002 000 003 005 003 000-005-009-009-008-009-002
DST0106*13  X220 000-012-013-013-010-015-020-016-016-018-020-023-023-019-018-018-017-016-014-015-014-009-009-008-006-015
DST0106*14  X220 000-004-004-006-004-004-004-004-002 001 003 001-001 001 005 004 006 009 007 002-003-005 003 016 010 001
DST0106*15  X220 000 008 012 013 011 006 001 000-003-004-004-006-004-004-005-006-006-003-001-002 000-001-001-001 001 000
DST0106*16  X220 000 009 012 011 007 009 011 006 004 008 006 005 007 007 005 005 005 004 003 000-004-007-006-002 001 004
DST0106*17  X220 000 001 000 001 002 003 005 003 002 005 008 007 003-001 000-004-002 001 001-005-009-009-008-010-012-001
DST0106*18  X220 000-008-002 003 023 002-023-035-052-061-058-051-055-046-041-043-041-035-029-032-046-055-047-050-042-034
DST0106*19  X220 000-042-046-041-043-043-043-043-042-035-028-025-026-028-025-022-012-005-004-014-024-025-026-017-016-028
DST0106*20  X220 000-020-021-017-015-017-023-022-021-021-022-020-016-020-023-026-026-022-016-018-021-020-019-014-013-020
DST0106*21  X220 000-009-009-012-016-017-018-026-029-028-022-019-024-021-016-017-016-016-019-026-030-028-029-027-024-021
DST0106*22  X220 000-026-022-019-016-012-012-015-017-017-014-013-013-013-012-012-012-009-007-004-003-003-002-002-004-012
DST0106*23  X220 000-007-007-008-008-006-007-008-009-008-006-005-005-005-005-002-001-003 000 005 006 008 009 010 006-002
DST0106*24  X220 000 003 002 003 003 003-001-003-008-005-002-002-003 001 002 002 002 001 008 008 002-001-004-004-003 000
DST0106*25  X220 000-001-001-003-003-003-003-008-009-004 002 006 003 001 002 001 001 001 007 010 010 011 012 012 008 002
DST0106*26  X220 000 007 008 009 008 009 011 010 007 010 003 007 011 006 000-002-007-016-018-021-014-017-018-017-017-002
DST0106*27  X220 000-020-019-014-016-018-016-012-010-006-004-002-001-001-001-004-008-007-004-006-007-003-004-002-002-008
DST0106*28  X220 000-005-001 002 004 003 001 001 001 003 001 000-001-001 001 002 003 004 007 006 010 004 007 008 010 003
DST0106*29  X220 000 010 011 013 013 012 015 016 015 014 011 011 012 014 014 014 010 007 006 004 005 007 011 013 015 011
DST0106*30  X220 000 016 019 018 017 018 019 019 018 017 008 000-006-001 001 001-001-003-003-007-011-010-008-008-009 004
DST0107*01  X220 000-009-006-003-004-005-005-004-002 002 004 004 004 007 011 011 010 010 009 001-009-004-005-005-002 000
DST0107*02  X220 000 005 007 004 001-002-002 001 003 004 004 002 004 005 005 005 005 006 006 006 002-002 002 005 007 003
DST0107*03  X220 000 011 011 012 015 018 018 018 021 019 014 011 010 010 010 006 001-004-005-004-004-001 001-001-005 008
DST0107*04  X220 000-007-007-002 002 001-001 002 004 007 010 011 011 015 019 022 023 018 014 014 013 010 007 005 003 008
DST0107*05  X220 000 005 011 012 004 006 004 008 007 007 008 004 006 008 010 009 006 007 006 002 001-002-003 000 001 005
DST0107*06  X220 000-002 000 000 001 004 005 006 004 004 010 005 005 006 007 005 004 003 005 003-006-007-006 000 001 002
DST0107*07  X220 000 002 001 002 003 006 007 006 005 005 006 008 010 011 010 007 005 003 003 005 004 002 006 006 007 005
DST0107*08  X220 000 008 008 014 014 017 018 011 008 012 014 017 016 019 024 027 026 020 019 019 015 008-004-011-016 013
DST0107*09  X220 000-025-032-026-021-017-016-012-012-009-005-001 001 002-001-003-004-005 000 000-001 000-003-005-004-008
DST0107*10  X220 000-002-002 001 001-003-004-007-011-014-009-008-006-006-009-013-019-021-021-019-018-021-026-031-037-013
DST0107*11  X220 000-038-037-033-031-030-030-027-026-025-021-016-016-016-017-015-014-009-005-003-003-002 001 005 007-017
DST0107*12  X220 000 006 006 009 003 002 003 003 002 002 001 005 004 002 003 004 004 007 007 008 010 013 012 012 004 006
DST0107*13  X220 000 001 000 001 003 001 004 006 008 010 009 007 004 003 004 004 005 005 007 009 008 002-002-002-004 004
DST0107*14  X220 000 000 008-003-006-014-017-014-009-005-002-001-004-005-009-011-014-018-014-007-004-001-002 000 002-006
DST0107*15  X220 000 002 001 003 004 003 003 006 007 006 006 010 009 011 012 012 004-008-017-016-015-018-019-013-006-001
DST0107*16  X220 000-005-011-013-016-010 000-001-003-002 001-001 001 010 010 007 001 003 008 009 007 005-004-005-012-001
DST0107*17  X220 000-016-015-018-019-018-018-012-011-012-009-009-007-009-013-014-017-014-012-009-010-010-012-012-012-013
DST0107*18  X220 000-014-013-007-004-005-009-009-008-006-003-004-006-008-008-011-012-010-006-004-003 001 004 005 002-006
DST0107*19  X220 000-001 001 004 003 001 002 004 002 002 002 004 001-003-004-002-004-004-005-003-001-003 001-002-001 000
DST0107*20  X220 000-001 000 003 002 001 000-001 001 000-003-001-001-002 000 003 003 002 002 001 003 003 001 001 001 001
DST0107*21  X220 000-001 001 005 005 010 010 010 008 006 008 009 011 011 009 011 010 012 013 017 020 023 022 015 010 011
DST0107*22  X220 000 011 012 006-001-008-011-015-018-016-015-014-014-014-012-009-009-006-005-010-011-007-004-003-005-007
DST0107*23  X220 000-007-011-010-004 000 002 002 001-002-004-004-001-002-003-003-004-004 000 002 004 003 005 004 001-001
DST0107*24  X220 000-001 002 003 002 007 021 020 014 014 017 015 011 010 014 021 027 011 000-006-005-002-001-003 000 008
DST0107*25  X220 000 005 008 007 005 003-002-013-015-016-019-021-017-012-008-010-017-022-020-022-026-022-019-016-015-012
DST0107*26  X220 000-020-027-027-029-028-024-021-017-015-018-018-015-011-010-009-009-008-005-007-011-009-008-009-010-015
DST0107*27  X220 000-011-009-008-004 000 004 005 002-003-006-005-002-003-007-007-006-007-005-002-003-002-004-008-009-004
DST0107*28  X220 000-008-008-006-005-003-002 001 001 003 001 001 000-003-002 000 001 001 002 003 004 007 006 006 006 000
DST0107*29  X220 000 009 010 009 007 004 001 001 002 000-001-003 001 008 010 010 010 011 007 007 003 006 008 011 014 006
DST0107*30  X220 000 017 015 017 015 013 013 014 010 006 004 008 013 015 015 014 016 013 008 006 004 005-002-004 002 010
DST0107*31  X220 000 008 015 012 013-005-022-035-027-022-019-017-008-006-011-004-006-011-022-018-018-013-018-020-018-011
DST0108*01  X220 000-018-012-009-011-012-011-005-006-007-009-011-009-001 006 002 000-001 004 002-001-003-005-007-007-005
DST0108*02  X220 000-007-002 003 006 008 007 004 007 007 007 009 004 004 003 007 013 014 015 016 014 012 010 013 013 008
DST0108*03  X220 000 008 009 014 013 011 007 000 005-010-004 000 003-001-001-004-004-002-001-001-003-008-013-011-008 000
DST0108*04  X220 000-006-006-004-001 000-001 002 005 004 005 005 003 001 002 002 003 001-003-012-015-017-017-017-013-003
DST0108*05  X220 000-011-010-003 003 003 002-003-013-018-009-005-006-007-019-034-040-025-022-028-034-033-033-023-017-016
DST0108*06  X220 000-017-011-011-009-002-005-004-008-009-017-015-019-014-018-023-023-020-028-031-032-029-029-026-024-018
DST0108*07  X220 000-026-021-014-010-009-009-007-011-013-011-005-006-008-010-006-002 001 000 000-001 001-003-004-010-008
DST0108*08  X220 000-017-016-009-006-001 001-004-011-015-014-007-004-004-001 003 007 009 010 009 009 006 004 005 005-002
DST0108*09  X220 000 004 003 007 007 004 002 003 004 002 001 001 002 001 000 001 003 004 008 008 005 000 001 011 014 004
DST0108*10  X220 000 015 015 019 024 024 014 009 005 004 004 004 006 006 006 008 010 012 011 007 009 010 005 002-003 009
DST0108*11  X220 000-008-007-002-001-001 000 002 004 004 003 002 005 007 005 006 006 007 011 011 013 015 016 014 008 005
DST0108*12  X220 000 003 002 001-002-001 001 004 005 007 009 012 023 039 036 042 041 034 019 018 025 025 019 018 021 017
DST0108*13  X220 000 018 012 006-011-032-020-017-020-025-020-017-012-008-003-001-001 002 002-008-004 001 001-004-003-007
